Student Ranking Order (Rank, ID):
400066, 100872
400185, 269998
400225, 799103
400670, 645060
400697, 814523
400729, 620837
400790, 831547
400990, 727398
400997, 76580
401019, 797240
401208, 382188
401544, 658621
401560, 834906
401677, 405907
401846, 392869
402417, 770047
402471, 974358
402752, 860285
402834, 396288
403043, 108185
403253, 28676
403739, 382808
403855, 244570
403856, 252586
403941, 477255
404334, 698672
405580, 460545
405635, 637988
406340, 688197
406411, 412128
406694, 640367
406822, 124391
407128, 440276
407555, 709712
407797, 73072
407801, 944149
407927, 91869
408172, 755859
408512, 70953
408716, 147113
409455, 753090
409479, 485932
409568, 738930
409592, 317188
409639, 187172
409643, 328055
409976, 654905
410170, 914857
410222, 456889
410366, 440079
410455, 298797
410464, 386267
410511, 771259
411262, 761471
411483, 901366
411734, 137386
412197, 255825
412292, 48428
412364, 130019
412409, 681881
412428, 881026
412447, 846449
412744, 590649
412802, 591079
412892, 226422
413053, 974526
413574, 1760
413619, 624546
414114, 67984
414129, 4651
414176, 683425
414272, 457260
414315, 692221
414433, 235333
414480, 632339
414613, 38420
414740, 717611
415050, 957615
415141, 719599
415504, 26033
415559, 573169
416026, 843118
416208, 853918
416410, 293816
416843, 264986
417206, 353647
417211, 424916
417825, 93325
417854, 676805
418383, 214457
418409, 43324
418526, 193835
418662, 762688
418722, 937956
418734, 449598
418865, 669496
419041, 526224
419084, 928122
419387, 209926
419421, 682263
419792, 254475
419831, 332725
420941, 284158
421390, 659985
421519, 852082
421576, 890347
422082, 67515
422824, 415609
423333, 629836
423492, 266319
423528, 328245
423594, 845611
423610, 554871
424102, 910588
424927, 379609
424950, 504430
425369, 223561
425395, 569117
425492, 368938
425539, 305305
426704, 184696
426828, 706558
426864, 2308
427010, 556145
427049, 807007
427427, 987645
427471, 223393
427924, 532156
428131, 750449
428373, 236730
428982, 547854
429200, 28620
429262, 186459
429428, 440811
429436, 232503
429437, 157902
429458, 89458
429493, 254631
429510, 715687
429821, 312488
429829, 490355
429939, 65651
430306, 346371
430804, 251782
431669, 21092
431922, 810451
432003, 995194
432022, 751957
432219, 185670
432512, 116699
432554, 390558
433080, 679008
433192, 507435
433269, 304956
433321, 143070
433628, 809077
433812, 92734
433989, 894396
434000, 409181
434030, 736698
434208, 958157
434242, 10344
434494, 596376
434555, 78433
434611, 640730
434751, 470313
434995, 740712
435106, 91558
435180, 149180
435374, 909310
435718, 216528
435983, 464163
436113, 306475
436121, 102427
436205, 795157
436265, 37165
436301, 28978
436318, 827564
437159, 181417
437353, 727271
437483, 603395
437753, 377028
437906, 605229
438573, 702241
438624, 594491
438728, 555924
438998, 152676
439107, 61945
439170, 544542
439355, 406002
439559, 353237
439677, 582621
439732, 762351
439775, 221761
439788, 922018
439801, 701752
439816, 125674
439871, 517989
439967, 579329
440187, 145883
440494, 43304
440623, 789624
441314, 179196
441383, 953282
441542, 563784
441628, 580642
441671, 278672
441811, 643978
441816, 641992
441946, 447278
442345, 406281
443019, 4897
443154, 538083
443272, 716404
443719, 594594
443777, 964765
443798, 251277
443888, 765624
443932, 881269
443995, 516193
444191, 246791
444569, 609198
444861, 686198
444938, 961087
445003, 64865
445010, 652685
445072, 371851
445132, 325281
445197, 265553
445322, 402999
445351, 142372
445677, 712242
445694, 900077
445732, 529905
445865, 548594
446145, 143260
446405, 419538
446437, 193563
446478, 319903
446516, 619821
446585, 437596
447219, 69941
447273, 553589
447501, 474613
448181, 522381
449039, 881309
449082, 596168
449213, 402297
449502, 615163
449898, 169065
450246, 994848
450460, 839071
450775, 12400
450942, 223955
451125, 308569
451518, 173781
451703, 18458
451739, 816616
452460, 247972
452514, 982134
452619, 571050
452949, 598399
453038, 388713
453097, 320298
453365, 5052
453447, 410969
453639, 62764
454027, 815066
454095, 696009
454488, 672155
454597, 286088
455207, 469792
455610, 364790
455631, 253470
455677, 822709
455927, 90399
456109, 837007
456790, 38662
457036, 417110
457182, 24480
457396, 590724
457463, 93063
458481, 309280
458834, 411994
459013, 322942
459100, 549972
459119, 943776
459202, 23985
459328, 479091
459554, 267215
459832, 467232
460182, 25076
460326, 937645
460370, 37511
460375, 99333
460392, 615687
461068, 734494
461205, 689080
461457, 966324
461591, 953823
461614, 862127
461933, 591243
461953, 126538
461981, 835977
462190, 856490
462417, 206062
463086, 291523
463130, 595382
463150, 967058
463210, 405889
463211, 986704
463405, 35797
463431, 516664
463809, 813292
463843, 513920
463920, 366100
464061, 137955
464077, 932597
464191, 446040
464269, 137510
464604, 133727
464696, 416895
465104, 255805
465175, 874617
465534, 36875
465535, 934099
465839, 989417
465987, 703524
466055, 434929
466292, 746244
466796, 129486
466947, 792467
467174, 173333
467530, 572919
467576, 970773
467818, 643645
467935, 741666
468373, 168951
468603, 174107
468855, 564743
468874, 628223
469555, 586102
469671, 430722
469804, 425197
469842, 973764
470705, 968873
470729, 498277
471092, 228720
471494, 466266
471555, 528766
471675, 530647
471762, 539455
471868, 286141
472035, 954713
472058, 530583
472175, 483472
472213, 815643
472276, 241287
472281, 588686
472654, 710918
472726, 349468
472734, 202802
472970, 97612
473021, 992361
473391, 286737
473566, 879572
473636, 674677
473790, 293719
473944, 897951
473965, 241116
473989, 960502
474066, 200196
474432, 325809
474460, 581814
474531, 286335
474858, 956165
474861, 141850
475125, 226122
475174, 230437
475395, 595779
475478, 405685
475543, 419301
475549, 201819
475661, 199837
475968, 728932
476255, 155634
476278, 96966
476802, 518564
477201, 614955
477441, 753979
477772, 911743
477822, 551157
477870, 664007
478007, 564487
478175, 676073
478603, 993125
478694, 6537
478978, 905526
479001, 140565
479030, 292856
479611, 171571
479697, 892300
480176, 630249
480210, 176799
480702, 623758
481364, 809242
481480, 965323
481564, 287562
481876, 959186
481997, 390938
482407, 351838
482549, 365421
482630, 271350
484325, 410404
484402, 916145
485193, 872094
485201, 911581
485217, 833386
485567, 497351
485843, 468729
486092, 273023
486272, 365436
486359, 47833
486809, 768578
486928, 8612
487122, 662703
487515, 113613
487543, 190090
488593, 21826
488753, 455089
488954, 97155
489084, 89457
489126, 819991
489167, 399979
489307, 546123
489476, 898465
489959, 774983
490069, 617259
490224, 613426
490366, 366390
490593, 655491
490603, 126778
491111, 371746
491158, 201997
491457, 482584
491528, 984883
491548, 166034
491594, 855200
491605, 360640
491641, 420306
491682, 339123
492036, 246014
492053, 493617
492212, 219275
492475, 522586
492568, 434785
492911, 599987
493073, 732602
493293, 274103
493431, 62685
493575, 288743
493705, 326939
493778, 73299
493860, 796327
493934, 458446
494218, 646598
494244, 736106
494275, 655748
494937, 611671
495003, 781834
495438, 235461
495491, 576332
495858, 994651
495921, 985910
495970, 8039
496235, 292007
496347, 170316
496599, 559298
496665, 689696
496667, 572323
496714, 909777
496715, 893038
496767, 613394
497161, 655128
497252, 98133
497342, 496132
497493, 354841
497604, 480147
497830, 846525
498163, 61081
498207, 959257
498856, 269621
498940, 113185
499079, 49907
499221, 783267
499362, 302035
499824, 746548
499850, 316936
499858, 259252
500113, 95319
500388, 881933
500581, 353698
500665, 660606
500705, 762301
501193, 657627
501249, 680594
501665, 127460
501725, 168397
502808, 777378
502928, 450834
503016, 935649
503087, 640394
503513, 981853
503630, 4473
503658, 794588
503735, 429864
503989, 197876
504067, 463294
504692, 776502
504698, 882532
504808, 201284
504839, 760293
504864, 858289
504924, 10532
504930, 155530
505069, 462020
505728, 782789
505906, 619778
506001, 797300
506310, 564071
506318, 605752
506327, 599762
506612, 604074
506743, 141447
506778, 128091
506815, 333060
506842, 367117
506924, 341294
507230, 69770
507393, 665805
507721, 465476
507783, 352542
508027, 868325
508068, 727419
508235, 406724
508250, 707834
508385, 504669
508482, 794529
508658, 203642
509031, 681618
509178, 307930
509254, 728913
509741, 415339
509843, 706857
510242, 23680
510324, 726323
510444, 244881
510927, 881302
511347, 388149
511353, 771169
511638, 128761
511648, 807171
511824, 87976
511949, 285253
511966, 657552
512272, 900653
512332, 987801
512355, 282280
512523, 501659
512817, 641733
513081, 291444
513712, 908186
514299, 91441
514407, 1428
514476, 408389
514648, 257195
514648, 245456
514829, 558628
515370, 423167
515709, 180428
515954, 55005
516228, 493157
516349, 427165
516695, 753401
517255, 521770
517671, 608360
517729, 791003
517730, 721241
517748, 253907
517770, 531760
518146, 23744
518388, 186529
518691, 355800
518728, 32835
518772, 221500
518928, 847600
518998, 188240
519090, 101417
519649, 628699
519882, 956018
520172, 884489
520240, 583176
520478, 285044
520634, 744328
520903, 679795
521709, 270464
521794, 501007
522392, 572337
522544, 885410
522737, 900534
523009, 777472
523210, 75269
523241, 412071
523727, 496921
523845, 772570
523870, 480939
524508, 438217
524620, 750064
524669, 30750
524808, 646854
524960, 682323
525000, 461961
525335, 794926
525359, 102792
525567, 28478
525591, 952034
525826, 290311
525833, 878298
525934, 605754
526355, 535884
526664, 385244
526816, 97053
527370, 604176
527586, 651614
527605, 681151
527729, 342774
527759, 868029
527837, 649340
528713, 11680
529235, 779045
529329, 666304
529594, 392313
529722, 345909
530046, 627963
530053, 991379
530142, 353601
530234, 691506
530235, 946627
530451, 467576
530451, 955949
530497, 375064
530854, 249680
530863, 632823
530913, 393544
530943, 95568
530959, 776976
531038, 464871
531117, 448297
531144, 396559
531416, 638708
531503, 828176
532231, 852101
532350, 118888
532574, 968935
533410, 280350
533442, 180475
533840, 844353
533892, 144669
534019, 652792
534472, 734183
534539, 466525
534777, 185212
534910, 460127
534911, 353735
535000, 679862
535114, 198394
535151, 480611
535298, 166771
535360, 974253
535397, 102523
535723, 566825
535739, 719193
536320, 348622
536519, 849803
536545, 781399
537130, 899384
537291, 756055
537389, 426179
537489, 477740
537577, 875853
537792, 665179
538651, 585075
538748, 105727
539000, 377756
539408, 729266
539599, 729526
539602, 717456
539604, 827912
539754, 772447
540468, 160570
540561, 378392
540729, 123545
540757, 87448
540898, 592562
541437, 949081
541455, 623479
541502, 893412
541752, 232594
541796, 924159
541893, 921278
542096, 836422
542246, 505224
542300, 403614
542448, 481355
543068, 524725
543382, 740261
543472, 503192
544565, 67185
545055, 97098
545873, 200710
545993, 654854
546152, 861202
546322, 117741
546649, 116195
546745, 631897
547054, 579936
547450, 105320
547508, 263017
548042, 193470
548062, 707739
548142, 789160
548199, 120830
548726, 185735
548805, 363536
548807, 303165
549325, 957864
549361, 875093
549670, 816012
549895, 845081
549908, 258674
549965, 651729
550221, 26524
550886, 47233
551073, 653652
551431, 408239
551474, 984702
551771, 363613
552048, 548601
552187, 596666
552273, 475463
552355, 230753
552634, 302383
553378, 159138
553561, 74560
553617, 968298
553623, 662022
553729, 191867
553821, 349193
553833, 47959
553932, 479541
553969, 195124
554450, 896051
554468, 242237
554517, 353098
554752, 916482
555065, 122174
555123, 523279
555188, 285454
555245, 570292
555305, 231141
555632, 966285
555925, 662738
556053, 367754
556179, 929290
556367, 384367
556724, 181987
556735, 599167
556876, 887917
557171, 429047
557555, 272759
558314, 574860
558464, 345375
558822, 423060
558833, 72283
558929, 743214
559126, 120311
559298, 563192
559388, 561012
559729, 75223
559857, 659684
560478, 435350
560623, 295062
560714, 94257
560733, 131603
560735, 313479
561205, 525864
561727, 825052
561794, 639177
561815, 365991
562050, 993074
562105, 508550
562448, 392077
562546, 26805
562573, 487482
562648, 883686
562782, 702219
562824, 831841
562957, 654392
563240, 608100
563475, 278438
563770, 249262
563877, 244993
564029, 532528
564284, 119096
564429, 564011
564455, 406807
564736, 898353
564765, 555182
565534, 375153
566115, 914841
566908, 520154
567044, 422270
567056, 776501
567070, 678288
567354, 893218
567940, 291737
568553, 162714
568629, 305070
568652, 206858
569073, 824838
569116, 775322
569216, 119224
569308, 165156
569317, 721850
569513, 772126
569731, 754110
569840, 835559
570185, 607889
570272, 977690
570346, 366891
570565, 989769
570640, 98297
570704, 762087
570774, 926703
571071, 71851
571310, 100699
571760, 26135
571986, 476902
572044, 750766
572258, 594771
572423, 443380
572557, 599023
573611, 697339
573735, 967968
573870, 820151
574024, 160687
574037, 489597
574228, 177259
574387, 829677
574528, 309597
574685, 79163
575182, 391266
575389, 82442
575456, 269024
575927, 356713
576014, 282021
576059, 177525
576065, 511010
576095, 246754
576316, 623846
576714, 87078
576719, 144514
576822, 91045
577321, 128265
577341, 412235
577357, 192572
577446, 581820
577664, 242960
578063, 548045
578398, 372323
578756, 333051
578867, 472493
578938, 723687
579191, 606350
579372, 884910
579408, 112261
579510, 834401
579906, 427266
580259, 960076
580821, 2287
580865, 55465
580923, 906502
581210, 565617
581767, 179964
581931, 95474
581948, 989332
582037, 292553
582480, 580296
582550, 348090
582661, 887218
582682, 344748
582884, 145612
582979, 775900
583336, 828908
583487, 909016
583686, 865161
583719, 401151
584302, 181040
584359, 996137
584578, 160641
584635, 535215
584669, 901761
584733, 775756
584816, 977453
585143, 410789
585368, 484366
585377, 393047
585412, 67627
585695, 473638
585858, 467901
585943, 626867
585955, 365374
585980, 625808
586021, 449450
586516, 530301
586536, 80004
586605, 876955
586792, 179829
586797, 188560
586817, 761852
587014, 914676
587314, 225322
587390, 854486
587506, 891062
587784, 223912
587806, 830928
587840, 459503
588018, 625677
588071, 160758
588333, 111281
588518, 952664
588755, 477839
588940, 89160
589285, 995772
590045, 224313
590351, 207840
590432, 350622
590462, 922163
590510, 670597
590654, 320484
590676, 854123
590910, 1417
591089, 662330
591217, 450366
591482, 598078
591629, 414388
591749, 898406
592047, 567470
592112, 415782
592125, 773080
592270, 663315
592374, 615162
592410, 983194
592462, 912756
592756, 112680
593006, 762926
593052, 655317
593161, 979146
593429, 304434
593681, 260213
593705, 540547
594347, 634483
594482, 859890
594651, 928805
594929, 176615
595257, 187696
595365, 961496
595706, 607814
596042, 304087
596099, 969967
596286, 984047
596367, 947139
596423, 438154
596446, 538358
596628, 511501
596720, 119356
596742, 629040
596868, 562945
597201, 83255
597535, 220997
597544, 83681
598411, 506170
598827, 33365
599012, 263146
599172, 509574
599268, 56037
599355, 498809
599446, 387962
599490, 628040
599560, 229045
599669, 170451
599825, 450880
599914, 857179
600023, 241888
600159, 520434
600268, 495067
600369, 247122
600421, 225477
600470, 559762
600690, 905754
601121, 383153
601293, 118856
601625, 182194
601726, 920204
601766, 884451
602219, 944386
602302, 497974
602313, 574534
602419, 389561
602515, 676830
602530, 153943
602890, 140730
603372, 781661
603412, 285859
603582, 641895
603800, 548141
603901, 757555
603923, 701971
603938, 144095
604440, 502058
604861, 132838
605296, 839043
605491, 371784
605636, 960304
605792, 255181
605799, 888049
605807, 823863
606417, 433240
606647, 987732
606893, 883088
606971, 120851
607569, 117885
607604, 935956
607678, 189587
607694, 653338
607722, 972439
607888, 760581
607960, 776889
607981, 638071
608010, 415838
608646, 327945
608829, 89400
609327, 815780
609385, 210431
609437, 46514
610158, 724878
610267, 996219
610362, 58082
610797, 491127
610853, 111692
610888, 980466
610901, 372838
611093, 322395
611166, 743585
611418, 621157
611645, 335433
611675, 157315
611714, 522832
611855, 755841
611899, 768263
612640, 273555
612675, 937170
612680, 526942
613282, 742718
613872, 447606
613907, 280017
614222, 938337
614416, 322776
614948, 21188
615059, 808623
615090, 965505
615151, 597396
615212, 160731
615285, 914706
615316, 903201
615330, 220422
615508, 855972
615603, 373273
615610, 283158
615772, 105756
616191, 308117
616278, 817233
616551, 751719
616906, 432417
617262, 911607
617300, 328074
617397, 634156
617509, 789139
617584, 374
617898, 724757
617954, 301948
617985, 94977
618721, 71991
618735, 459321
618938, 377372
618953, 592650
619014, 581404
619043, 281320
619099, 5014
619155, 241144
619274, 221944
619491, 739914
619763, 257367
619778, 276303
620117, 496826
620539, 461711
620557, 707049
620595, 571115
620655, 829306
621374, 974992
621537, 543420
621728, 183635
621919, 709783
621921, 111586
622111, 412480
622161, 396456
622236, 24138
622672, 4846
622749, 793799
623264, 73572
623324, 865397
623433, 435914
623854, 627037
624007, 303801
624035, 595950
624203, 768932
624467, 946730
625228, 226888
625325, 675437
625760, 440121
625815, 937772
625882, 883573
626053, 941291
626065, 318777
626078, 22958
626228, 771465
626609, 729984
626665, 756364
626691, 362444
626846, 347013
626918, 811162
626924, 793496
626945, 922136
627246, 662704
627271, 294773
627293, 100726
627704, 997991
627745, 880035
628038, 639761
628083, 859536
628130, 168998
628224, 26013
628249, 947133
628249, 971840
628449, 652359
629034, 690579
629064, 990901
629123, 328686
629901, 909738
630210, 716383
630381, 245132
630778, 487674
631005, 151225
631128, 66771
631218, 60476
631465, 377760
631663, 230685
631687, 344175
631911, 150911
632090, 686432
632352, 725270
632419, 886088
632502, 906078
632519, 880778
632549, 699249
632571, 191309
632641, 944338
632887, 738324
633253, 390005
633427, 123639
633810, 721463
634428, 618590
634446, 340895
634692, 833993
634786, 253308
635411, 311118
635764, 841844
635807, 698935
635884, 47977
636054, 127916
636056, 126378
636181, 235000
636189, 387213
636226, 776013
636227, 688027
636237, 989825
636354, 302859
636910, 306333
636982, 28318
636986, 70219
637390, 648943
637517, 624923
637607, 769055
637662, 411455
637994, 585515
638165, 604869
638363, 718693
638402, 127094
638511, 170739
639124, 365163
639396, 286367
639502, 559952
639718, 974461
639895, 391571
640109, 653379
640233, 233102
640331, 353882
640746, 634743
640794, 745020
640886, 151391
640907, 449102
641319, 755887
641710, 437676
641801, 66549
642470, 662962
642722, 83986
642862, 690151
643304, 208426
643535, 210149
643685, 940049
643724, 87584
643770, 370267
644160, 696797
644356, 69634
644483, 295753
644548, 749308
644663, 811204
644847, 819104
645861, 956911
645987, 93019
645989, 536394
646317, 875865
646716, 564105
646792, 181649
647096, 369720
647276, 687940
647585, 968491
647658, 476763
647694, 181797
647782, 997052
647806, 639527
647816, 610751
648255, 850030
648380, 344584
648802, 947236
648837, 745394
648856, 221461
649006, 596749
649514, 234565
650182, 171782
650308, 780353
650319, 37691
651094, 337722
651373, 156211
651670, 505178
652045, 547593
652480, 889406
652790, 395513
652957, 440629
653072, 698333
653498, 612025
653627, 638155
653944, 653019
653991, 185907
654112, 299244
654317, 134375
654540, 325937
654862, 110390
655663, 435911
656055, 745384
656486, 277980
656619, 329399
656846, 409213
657016, 989504
657021, 139092
657234, 938265
657725, 570844
657748, 234111
657764, 910930
657767, 688217
657769, 297205
657771, 980887
657865, 484058
657964, 740316
657976, 928033
657988, 495138
658098, 655751
658169, 483776
658229, 69517
658298, 545073
658331, 781124
659120, 451870
659335, 684338
659357, 481881
659362, 24901
659637, 441027
659750, 738678
659830, 841647
660002, 790357
660115, 205439
660236, 872986
660443, 902875
660578, 954147
660806, 898197
660817, 406709
660949, 134178
661303, 147005
661490, 227333
661854, 215175
661986, 697609
662472, 350931
662501, 475577
662771, 57156
662784, 811099
663322, 903898
663360, 100414
664361, 734455
664504, 456257
664608, 656731
664668, 664936
664868, 794848
664951, 51448
665362, 487063
665424, 881268
665489, 505660
665497, 711863
665574, 282051
665601, 708184
665735, 326875
666010, 316248
666055, 440075
666109, 220223
666321, 603006
666642, 138270
666650, 742987
666673, 322754
666708, 710564
666737, 639551
666876, 710286
666980, 699938
667157, 27893
667339, 462841
667376, 990887
667394, 565009
667504, 591640
667674, 770664
668460, 324047
668752, 498777
668965, 957811
669065, 841948
669379, 675669
669890, 264061
670177, 760600
670191, 647463
670484, 367722
670712, 669645
670815, 917742
670903, 419864
670910, 468526
671110, 136579
671226, 60018
671353, 432447
671567, 64413
671715, 836206
672072, 667737
672200, 306854
672350, 210579
672394, 290302
672551, 753051
672788, 578258
672981, 651856
673175, 156165
673816, 421797
673917, 888499
673972, 478259
674109, 298098
674210, 158340
674426, 118517
674569, 78627
674579, 145284
674838, 970204
675269, 888368
675475, 347429
675577, 753774
675931, 253585
676172, 197181
676669, 720766
677096, 5199
677339, 892272
677644, 777436
677739, 33818
677808, 428681
677816, 974027
678585, 528807
679177, 423373
679510, 947312
679575, 862493
680317, 880500
680847, 38067
680859, 104303
681076, 477774
681134, 728854
681513, 158389
681942, 405772
682051, 576850
682398, 622251
682744, 637723
682847, 140753
682987, 181763
683279, 780685
683318, 799250
683346, 684868
684008, 591094
684358, 536081
684613, 952317
684942, 680287
684946, 884960
685066, 787337
685084, 817933
685314, 840931
685330, 704383
685405, 134335
685791, 9670
686158, 2674
686314, 846382
686448, 553531
686595, 397961
687197, 57515
687219, 705141
687353, 438943
687748, 461090
688002, 381652
688173, 772923
688174, 994572
688179, 258437
688306, 596854
688682, 20502
688820, 552559
689186, 328134
689511, 459939
690053, 555227
690111, 614762
690261, 666872
690487, 816902
690552, 648735
690566, 621491
690609, 901453
690694, 516160
690867, 134167
691075, 462664
691181, 436241
691408, 167046
691493, 21720
691548, 914943
691708, 856761
692350, 634794
692373, 55340
692417, 262476
692757, 732279
692873, 401247
693816, 196193
694014, 223815
694028, 375458
694098, 757319
694113, 445797
694307, 612868
694413, 231658
694461, 730685
694719, 37297
695370, 298082
696777, 59401
696867, 617970
696933, 334279
696954, 803689
696965, 287586
696973, 388448
697313, 43227
697348, 725440
697553, 506547
698033, 452226
698189, 294298
698275, 107345
698512, 900465
698972, 50227
699027, 335459
699061, 418345
699081, 673228
699490, 632398
699983, 461306
700143, 78273
700618, 181613
700641, 19086
700682, 170291
700742, 745016
700786, 183879
700801, 315477
701272, 503708
701324, 903372
701420, 519979
701638, 217944
701853, 74699
702400, 157214
702712, 463111
702835, 745971
703021, 885523
703203, 35085
703218, 872495
703633, 374580
703788, 454608
704097, 617534
704384, 42798
704399, 844276
705004, 897672
705392, 361863
705859, 304347
705952, 930258
706104, 621801
706150, 223191
706418, 191418
706467, 592023
706590, 998807
706818, 771557
707558, 73424
707576, 382329
707624, 765339
708070, 823234
708229, 1782
708389, 177398
708392, 593148
708669, 114599
708715, 401
708990, 940625
708999, 921004
709019, 612425
709211, 909757
709338, 680633
709398, 551103
709706, 283465
710184, 859743
710220, 814620
710480, 19916
710581, 125134
710828, 240989
710833, 238161
711212, 650986
711311, 480719
711321, 396016
711339, 536528
711384, 400618
711934, 186197
712013, 448641
712631, 411285
713073, 300295
713093, 737015
713124, 845263
713320, 977317
713366, 174372
713433, 32307
713445, 645920
713508, 872761
713510, 120178
713570, 486670
713667, 113773
713761, 106131
714296, 607433
714365, 175099
714411, 613474
714721, 127947
715035, 782970
715255, 218553
715654, 324342
715940, 816421
716025, 971416
716038, 921426
716092, 119813
716272, 675052
716933, 677462
716959, 563600
717226, 579914
717378, 687000
718036, 940867
718085, 111367
718224, 232263
718354, 637148
718380, 928673
718435, 971900
718898, 754992
719156, 707344
719316, 373377
719374, 288125
719587, 371400
719657, 926838
719903, 545846
719929, 16591
720113, 313779
720543, 357120
720586, 492122
720662, 49315
721129, 215412
721166, 290225
721537, 988843
721605, 355320
721720, 193907
721723, 31162
722150, 624241
722197, 115229
722328, 427974
722430, 447867
722643, 208073
722779, 878210
722808, 550056
722835, 434263
722846, 402030
722966, 169468
723252, 516817
723413, 865953
723708, 196072
723783, 833585
724110, 844780
724240, 513224
724676, 317937
724715, 667208
724985, 456025
725154, 656214
725337, 427521
725789, 694984
725809, 662314
726023, 153308
726141, 62711
726319, 496987
726732, 16350
727496, 477300
727509, 605482
728560, 260821
728611, 953966
728915, 935567
728983, 636080
729133, 708771
729315, 501160
729961, 754978
730196, 318615
730229, 53093
730473, 879432
730543, 98594
731434, 80358
731798, 204809
732202, 839728
732753, 670370
733297, 930159
733346, 351812
733546, 261880
733717, 838743
733794, 349490
733917, 426623
734186, 895005
734209, 85320
734327, 590384
734458, 562783
734594, 738013
735023, 561393
735390, 382045
735712, 398669
735993, 692475
736099, 96927
736606, 426431
736689, 507793
736860, 581342
736969, 155452
737153, 901497
737271, 143448
737303, 931607
737407, 782768
737486, 774389
737567, 722083
737945, 831901
738140, 825390
738301, 237076
738494, 56529
738852, 775177
739120, 329161
739169, 681756
739328, 164283
739375, 408096
739481, 890516
739717, 499819
739777, 432812
739909, 410337
740100, 803080
740123, 52323
740575, 491463
740741, 613302
740862, 28600
740889, 140179
740999, 492099
741150, 772599
741361, 882382
741397, 129750
741443, 901905
741491, 609600
741523, 117007
741573, 624943
741617, 729374
741884, 873053
741901, 33086
742062, 763118
742073, 527226
742169, 282409
742335, 491719
742420, 428147
743461, 706692
743512, 68693
743667, 224180
743691, 865126
744371, 434165
744903, 116082
744994, 229090
745431, 274963
745572, 993291
745726, 714781
746284, 669464
746456, 786496
746603, 594910
746745, 339305
746902, 38570
747268, 956269
747272, 847944
747312, 462272
747423, 486957
747534, 112332
747728, 205782
747789, 760321
747814, 467518
747849, 323338
747882, 267652
747968, 642993
747999, 159818
748104, 947428
748306, 45268
748371, 491181
748470, 194234
748480, 804762
748869, 916750
748895, 503481
748927, 946421
749139, 858043
749258, 858133
749264, 947234
749312, 809570
749555, 629232
749616, 79189
750241, 566022
750246, 396883
750293, 282942
750611, 773737
750633, 838589
750817, 867890
751200, 828813
751243, 959459
751459, 777706
751530, 618649
751542, 455986
751558, 273418
751818, 635476
751877, 855709
752400, 938192
752441, 639832
752480, 370723
752878, 133668
752879, 667042
753370, 694808
753579, 441803
754026, 709
754042, 483289
754047, 100000
754054, 800164
754100, 949872
754103, 995620
754110, 852656
754219, 699083
754237, 717779
754250, 302165
754368, 884314
754690, 247805
754755, 626639
754800, 117419
754814, 706608
755038, 295275
755174, 523702
755176, 684344
755395, 576842
755573, 965841
755653, 703900
755666, 319305
755797, 403717
756189, 548400
756216, 7578
756507, 902005
756717, 353598
757105, 962989
757127, 570481
757383, 114793
757459, 588681
757589, 34615
757800, 555309
757893, 180653
757897, 238848
757980, 307123
758050, 23777
758154, 610582
758286, 982876
758351, 670982
758443, 697727
758920, 764864
759104, 897913
759180, 300383
759772, 529716
759796, 204000
759873, 828225
759928, 690015
760074, 753517
760513, 955881
761549, 80033
761552, 82032
761699, 245994
761785, 837919
761818, 140450
762288, 418480
762322, 745141
762720, 715857
762910, 564043
763499, 428796
763543, 970479
763545, 165746
764055, 117002
764059, 699089
764308, 633818
764449, 303313
764458, 559406
764543, 955590
764789, 717803
765119, 905615
765645, 358793
765702, 492240
765810, 549960
766163, 457235
766212, 564085
766629, 556738
766725, 465088
766833, 919932
767213, 439428
767266, 40679
767358, 415672
767641, 925079
767673, 158360
767875, 350518
767985, 271737
768260, 90686
768409, 623347
768781, 549270
769289, 849787
769331, 202923
770330, 516168
770516, 5577
770591, 216792
770656, 891371
771156, 912295
771362, 647631
771568, 376005
771580, 567973
771602, 209264
771751, 200822
771978, 26332
772104, 867026
772241, 509691
772432, 946100
772511, 117258
772763, 738297
772847, 198982
772965, 985412
774094, 543721
774330, 799842
774398, 576292
774696, 228839
774900, 935126
775329, 733201
775409, 865582
775489, 695817
775836, 216441
775867, 487404
775917, 154673
776144, 16179
776179, 710099
776283, 167438
776474, 611246
776483, 30460
776655, 420193
776889, 705965
776955, 692248
777682, 852006
778001, 243104
778124, 742187
778281, 99934
778281, 572696
778542, 920108
778544, 783109
778893, 525910
779124, 405294
779171, 574257
779209, 628630
779263, 262351
780304, 134262
780355, 741211
780397, 577209
780643, 869919
780908, 426503
781266, 977376
781339, 346752
781733, 423162
781812, 536619
782194, 794370
783053, 729188
783546, 769720
783569, 901474
783703, 600736
783912, 210551
783966, 962198
783978, 481457
784175, 71963
784264, 818452
784767, 606311
784818, 952105
785172, 602784
785215, 958111
785856, 933003
786125, 722168
786399, 987337
786730, 80005
786940, 932198
786987, 559305
787265, 39525
787302, 868301
787757, 741375
788117, 846100
788312, 497668
788974, 344529
789233, 454503
789286, 675625
789462, 292182
789656, 32488
789731, 610632
789838, 257108
789947, 862071
790313, 687821
790329, 114054
790843, 286200
790883, 225407
791020, 464279
791299, 798841
791371, 544239
791424, 626058
791578, 917931
791702, 787811
791733, 123011
791865, 529066
791923, 535915
791940, 567917
792138, 405830
792794, 431663
792799, 57942
793209, 495319
793667, 162682
793876, 468640
794052, 2528
794151, 88087
794151, 963347
794708, 641750
794973, 295768
795107, 329711
